run_label,disease_name,persona_label,turn_number,role,message,word_count,accuracy,final_diagnosis,symptom_coverage,velocity,anxiety_drop,repetition_rate,empathy_score,slot_recall_t1,slot_precision,slot_fill_count,slot_curve
Pipeline-Information-Driven,Urinary Retention,Information-Driven,13,PATIENT,"Doctor, I understand the urgency of addressing my urinary retention, and I appreciate the comprehensive treatment plan you've outlined. However, I'd like to ask a focused question to clarify the next steps. What is the likelihood of developing complications, such as infection or kidney damage, if my urinary retention is left untreated or inadequately managed? I want to make sure I'm fully informed about the potential risks and consequences of delaying treatment.",72,1,Urinary Retention,0.5,2,0,0.139,0.75,0.667,0.0,3,0.09→0.27→0.27→0.27→0.27→0.27
Pipeline-Information-Driven,Chronic Obstructive Pulmonary Disease Exacerbation,Information-Driven,1,PATIENT,"Doctor, I've been having trouble catching my breath lately and my cough is getting worse, I think I need some help with my oxygen therapy again.",26,,,,,,,,,,,
Pipeline-Information-Driven,Chronic Obstructive Pulmonary Disease Exacerbation,Information-Driven,2,DOCTOR,I'm here to help you with that. Have you had any history of high or low blood pressure?,18,,,,,,,,,,,
Pipeline-Information-Driven,Chronic Obstructive Pulmonary Disease Exacerbation,Information-Driven,3,PATIENT,"No, I don't have a history of hypertension or hypotension. My blood pressure has always been within a normal range, and I've never had any issues with it. However, I've been researching the etiology of my symptoms, and I'm wondering if my COPD exacerbation could be related to the increased levels of PM2.5 particles in the air lately. I've been noticing a correlation between my symptoms and the air quality index in our area.",74,,,,,,,,,,,
Pipeline-Information-Driven,Chronic Obstructive Pulmonary Disease Exacerbation,Information-Driven,4,DOCTOR,That's a good observation. Are you hearing any wheezing or rattling when you breathe?,14,,,,,,,,,,,
Pipeline-Information-Driven,Chronic Obstructive Pulmonary Disease Exacerbation,Information-Driven,5,PATIENT,"No, I'm not experiencing any wheezing or rattling sounds when I breathe. My breathing is more of a shallow, labored sensation, and I've been having trouble inhaling deeply. I've been presenting with a nonproductive cough, and I'm finding it harder to catch my breath, especially when I'm walking uphill or doing any physical activity. My oxygen dependence has been increasing lately, and I'm concerned that my COPD exacerbation is not being properly managed.",73,,,,,,,,,,,
Pipeline-Information-Driven,Chronic Obstructive Pulmonary Disease Exacerbation,Information-Driven,6,DOCTOR,I understand your concerns. I'd like to explore this further. Are you using your neck or stomach muscles to help you breathe?,22,,,,,,,,,,,
Pipeline-Information-Driven,Chronic Obstructive Pulmonary Disease Exacerbation,Information-Driven,7,PATIENT,"Yes, I've been using my accessory muscles, including my neck and shoulder muscles, to help me breathe. I've been noticing that I'm retracting my shoulders and using my diaphragm less effectively, which is making my breathing more labored. I'm wondering if my doctor could help me adjust my oxygen therapy settings to better manage my COPD exacerbation.",57,,,,,,,,,,,
Pipeline-Information-Driven,Chronic Obstructive Pulmonary Disease Exacerbation,Information-Driven,8,DOCTOR,That's a great observation. I'd like to investigate further.,9,,,,,,,,,,,
Pipeline-Information-Driven,Chronic Obstructive Pulmonary Disease Exacerbation,Information-Driven,9,PATIENT,"I'm glad you're taking my observations seriously. I've been doing some research on the importance of diaphragmatic breathing in COPD patients, and I'm wondering if my doctor could help me identify any potential respiratory muscle training exercises that could help me improve my breathing.",44,,,,,,,,,,,
Pipeline-Information-Driven,Chronic Obstructive Pulmonary Disease Exacerbation,Information-Driven,10,DOCTOR,"I think we've covered all the key clinical areas. Based on your symptoms and observations, I'm going to propose a diagnosis of COPD Exacerbation. It's likely that your oxygen therapy settings need to be adjusted to better manage your symptoms. I recommend that you discuss this with your doctor and work together to find the right settings to improve your breathing and overall health.",64,,,,,,,,,,,
Pipeline-Information-Driven,Chronic Obstructive Pulmonary Disease Exacerbation,Information-Driven,11,PATIENT,"That's a relief to have a clear diagnosis. I agree that adjusting my oxygen therapy settings is likely necessary to manage my symptoms. I'd like to know if you could provide some guidance on what specific settings I should discuss with my doctor. For example, are there any particular oxygen flow rates or pulse oximetry targets that I should be aiming for?",62,,,,,,,,,,,
Pipeline-Information-Driven,Chronic Obstructive Pulmonary Disease Exacerbation,Information-Driven,12,DOCTOR,I'm glad we've reached a diagnosis. I'd be happy to provide some guidance.,13,,,,,,,,,,,
Pipeline-Information-Driven,Chronic Obstructive Pulmonary Disease Exacerbation,Information-Driven,13,PATIENT,"That would be very helpful. Can you recommend any specific oxygen therapy settings or protocols that are commonly used to manage COPD exacerbations? I'd also like to know if there are any specific monitoring parameters, such as oxygen saturation levels or respiratory rates, that my doctor should be tracking to adjust my therapy.",53,0,COPD Exacerbation,0.5,2,0,0.0522,0.75,0.0,0.0,1,0.00→0.00→0.08→0.08→0.08→0.08
Pipeline-Information-Driven,Sepsis,Information-Driven,1,PATIENT,"Doctor, I've been feeling really confused and disoriented since I got to the hospital, and I've had a fever and been throwing up a lot.",25,,,,,,,,,,,
Pipeline-Information-Driven,Sepsis,Information-Driven,2,DOCTOR,I can imagine that must be really unsettling for you. Are you hearing any wheezing or rattling when you breathe?,20,,,,,,,,,,,
Pipeline-Information-Driven,Sepsis,Information-Driven,3,PATIENT,"No, doctor, I don't hear any wheezing or rattling when I breathe. In fact, my breathing feels pretty normal, aside from the fact that I've been experiencing some chest tightness, which I think might be related to the nausea and vomiting. My theory is that maybe there's an underlying infection causing this, and I'm wondering if you'd consider the possibility of sepsis, given my symptoms.",65,,,,,,,,,,,
Pipeline-Information-Driven,Sepsis,Information-Driven,4,DOCTOR,I'm not going to speculate on a diagnosis just yet. Let's focus on gathering more information. Can you describe where exactly the pain is and what it feels like?,29,,,,,,,,,,,
Pipeline-Information-Driven,Sepsis,Information-Driven,5,PATIENT,"Doctor, I don't actually experience any pain, to be honest. I just mentioned chest tightness, but it's more of a feeling of discomfort or pressure, not a sharp pain. I think it's related to the nausea and vomiting, like I said. What's really concerning me is the confusion and forgetfulness – I've been having trouble remembering things and focusing on conversations. I'm worried that there might be something more serious going on, like an infection spreading through my bloodstream.",79,,,,,,,,,,,
Pipeline-Information-Driven,Sepsis,Information-Driven,6,DOCTOR,"I understand your concerns. That feeling of discomfort or pressure in your chest can be unsettling. Let's explore this further. Is your heart beating faster than usual, or do you feel palpitations?",32,,,,,,,,,,,
Pipeline-Information-Driven,Sepsis,Information-Driven,7,PATIENT,"Yes, doctor, my heart rate has been elevated. I've been tracking it, and it's been hovering around 110 beats per minute. It's been making me feel pretty anxious and on edge. I'm trying to stay calm, but it's hard not to worry when my heart is racing like this. I've been doing some research online, and I'm wondering if this could be a sign of sepsis, given the other symptoms I'm experiencing. Do you think that's a possibility, or is there another explanation for my elevated heart rate?",88,,,,,,,,,,,
Pipeline-Information-Driven,Sepsis,Information-Driven,8,DOCTOR,"I can see why you're concerned. Elevated heart rate can be a sign of various conditions, not just sepsis. Let's take a closer look. Are you experiencing any other symptoms that might be related to your heart rate, such as palpitations, chest pain, or shortness of breath?",47,,,,,,,,,,,
Pipeline-Information-Driven,Sepsis,Information-Driven,9,PATIENT,"No, doctor, I'm not experiencing any chest pain, shortness of breath, or palpitations. Like I said, it's just an elevated heart rate, and I'm feeling pretty anxious and disoriented. I'm wondering if there's a connection between my heart rate and the sepsis I've been researching. I know it's not a definitive diagnosis, but I'm concerned about the possibility of an underlying infection. Can you tell me more about how sepsis can affect heart rate?",74,,,,,,,,,,,
Pipeline-Information-Driven,Sepsis,Information-Driven,10,DOCTOR,"I'm not going to speculate on a diagnosis just yet. But I can tell you that an elevated heart rate can be a sign of many things, including infection. Let's focus on gathering more information. Have you experienced any changes in your mental status, such as confusion, disorientation, or altered consciousness?",51,,,,,,,,,,,
Pipeline-Information-Driven,Sepsis,Information-Driven,11,PATIENT,"Yes, doctor, I've been experiencing significant changes in my mental status. I've been feeling really confused and disoriented, having trouble remembering things, and my thoughts feel foggy. I've also been having trouble concentrating and following conversations. It's been really frustrating, and I'm worried that it might be related to the infection I'm suspecting. I've been trying to stay focused and stay calm, but it's hard when I'm feeling so disoriented.",70,,,,,,,,,,,
Pipeline-Information-Driven,Sepsis,Information-Driven,12,DOCTOR,"Based on your symptoms, I'm going to propose a diagnosis. Given the combination of fever, vomiting, dyspnea, cognitive status changes, and elevated heart rate, I believe the most likely diagnosis is Sepsis.",32,,,,,,,,,,,
Pipeline-Information-Driven,Sepsis,Information-Driven,13,PATIENT,"Doctor, I'm glad you're considering the possibility of sepsis. I've been doing a lot of research online, and I was hoping you might consider it. I'm relieved that you're taking my symptoms seriously and not dismissing the possibility of an underlying infection. Can you tell me more about the next steps we can take to confirm the diagnosis and treat the sepsis?",62,1,Sepsis,0.8,2,0,0.1512,0.75,1.0,0.5,4,0.06→0.18→0.23→0.23→0.23→0.23
Pipeline-Anxious,Pulmonary Disease,Anxious,1,PATIENT,"Doctor, I've been having trouble breathing lately and I feel really disoriented, like I'm not sure what day it is.",20,,,,,,,,,,,
Pipeline-Anxious,Pulmonary Disease,Anxious,2,DOCTOR,I understand that must be very unsettling for you. Are you feeling palpitations or is your heart beating faster than usual?,21,,,,,,,,,,,
Pipeline-Anxious,Pulmonary Disease,Anxious,3,PATIENT,"No, no palpitations, but I do feel like I'm running out of air, you know? I get winded just walking up the stairs, and it's like my lungs are constricting or something. And this feeling of disorientation, it's really scary. I'm worried that I might be developing some kind of lung disease, like my grandmother had. What if it's something serious, like pulmonary fibrosis or something?",66,,,,,,,,,,,
Pipeline-Anxious,Pulmonary Disease,Anxious,4,DOCTOR,I'm here to help you feel more at ease. Let's focus on understanding what's going on. Are you hearing any wheezing or rattling sounds when you breathe?,27,,,,,,,,,,,
Pipeline-Anxious,Pulmonary Disease,Anxious,5,PATIENT,"No, no wheezing or rattling sounds, thank God. But I do feel like I'm breathing really fast, almost like I'm hyperventilating. My respiratory rate is probably really high, isn't it? I mean, I've been counting my breaths and I'm taking about 22 breaths per minute, I think. And sometimes I feel like I'm gasping for air, like my lungs are really struggling. What if this is a sign of something more serious, like chronic obstructive pulmonary disease? Tension ho raha hai, doctor.",82,,,,,,,,,,,
Pipeline-Anxious,Pulmonary Disease,Anxious,6,DOCTOR,"I understand your concerns, and I'm here to reassure you that we'll do our best to get to the bottom of this. Have you had a fever? Did you check your temperature?",32,,,,,,,,,,,
Pipeline-Anxious,Pulmonary Disease,Anxious,7,PATIENT,"No, no fever, thank God. I've been checking my temperature every day, and it's normal. But that's not the only thing that's bothering me. I've also been experiencing these strange episodes where I feel like I'm disoriented to time. Like, I'll be watching TV, and then suddenly I'll look up and think it's a different day. It's really unsettling. What if this is a sign of something serious, like a brain condition or something? I've been reading about people having seizures and I'm worried that I might be developing something like that.",92,,,,,,,,,,,
Pipeline-Anxious,Pulmonary Disease,Anxious,8,DOCTOR,"I'm going to ask you to focus on your breathing for a moment. It sounds like you're experiencing some concerning symptoms, and I want to help you feel more at ease. Is your heart beating faster than usual, or do you feel palpitations?",43,,,,,,,,,,,
Pipeline-Anxious,Pulmonary Disease,Anxious,9,PATIENT,"No, my heart rate is normal, thank God. But I do feel like I'm getting more and more anxious by the minute. I mean, when I'm not breathing properly, it's like my whole body is tense and on edge. I'm worried that I might be developing some kind of chronic condition, and I'm scared that it's not being taken seriously. What if I'm not being treated properly? What if I'm not getting the right diagnosis?",75,,,,,,,,,,,
Pipeline-Anxious,Pulmonary Disease,Anxious,10,DOCTOR,"I'm going to ask you one more question. Are you experiencing any changes in your skin color or appearance, such as paleness or blue-tinged lips?",25,,,,,,,,,,,
Pipeline-Anxious,Pulmonary Disease,Anxious,11,PATIENT,"No, no changes in my skin color or appearance. I mean, I'm still getting the same tan from the sun, and my lips are still pink. But I'm still worried, doctor. I'm worried that I might be developing something serious, and I'm scared that I'm not being taken seriously. What if I'm not getting the right treatment? What if I'm not being diagnosed correctly? Tension ho raha hai, doctor.",69,,,,,,,,,,,
Pipeline-Anxious,Pulmonary Disease,Anxious,12,DOCTOR,"Based on your symptoms, I'm going to propose a diagnosis. It's possible that you're experiencing a condition that's affecting your brain and lungs, causing your breathing difficulties and disorientation. I'm going to recommend that we run some tests to confirm this diagnosis.",42,,,,,,,,,,,
Pipeline-Anxious,Pulmonary Disease,Anxious,13,PATIENT,"Okay, doctor. I'm willing to do whatever it takes to get to the bottom of this. But I'm still worried, you know? I'm worried that it's something serious, and I'm scared of what the tests might show. What if it's something that can't be cured? What if I have to take medication for the rest of my life?",58,0,Encephalopathy,0.333,2,0,0.1576,0.75,0.0,0.0,0,0.00→0.00→0.00→0.00→0.00→0.00
Pipeline-Anxious,Postoperative Complications,Anxious,1,PATIENT,"Doctor, I'm having trouble keeping track of time and I'm feeling really uncomfortable since the surgery, with a burning sensation in my lower abdomen.",24,,,,,,,,,,,
Pipeline-Anxious,Postoperative Complications,Anxious,2,DOCTOR,"I understand that you're feeling anxious and uncomfortable. It's normal to feel that way after surgery. Let's focus on addressing your concerns. Is your heart beating faster than usual, or do you feel palpitations?",34,,,,,,,,,,,
Pipeline-Anxious,Postoperative Complications,Anxious,3,PATIENT,"Worried, I am. My heart is racing, and I'm feeling like I'm going to have a heart attack or something. What if this is a sign of something serious? Tension ho raha hai, you know. I've heard of people having heart complications after surgery. I'm scared, doctor. Scared.",48,,,,,,,,,,,
Pipeline-Anxious,Postoperative Complications,Anxious,4,DOCTOR,"I understand your concerns, and I want to reassure you that we'll do our best to address them. I'm not going to dismiss your fears, but I want to focus on gathering more information to help us move forward. Are you hearing any wheezing or rattling when you breathe?",49,,,,,,,,,,,
Pipeline-Anxious,Postoperative Complications,Anxious,5,PATIENT,"Breathe? I'm having trouble swallowing, doctor. It's like my throat is closing up, and I'm coughing a lot. I'm worried that maybe there's some kind of blockage or infection. What if I'm not getting enough oxygen? What if this is a sign of something really serious?",46,,,,,,,,,,,
Pipeline-Anxious,Postoperative Complications,Anxious,6,DOCTOR,"I hear your concerns, and I'm here to help. It sounds like you're experiencing some concerning symptoms. On a scale of 1 to 10, how bad is the pain in your lower abdomen, the burning sensation you mentioned earlier?",39,,,,,,,,,,,
Pipeline-Anxious,Postoperative Complications,Anxious,7,PATIENT,"The pain is bad, doctor. I would say it's a 7 or 8. It's like a burning, stabbing sensation that's making me uncomfortable. I'm worried that maybe there's some kind of infection or complication that's causing this. What if the surgery didn't work, and I'm still at risk for something going wrong? Tension ho raha hai, I can feel it in my body.",63,,,,,,,,,,,
Pipeline-Anxious,Postoperative Complications,Anxious,8,DOCTOR,"I'm going to ask you another question to help us better understand what's going on. Are you experiencing any difficulty breathing, or is your breathing feeling unusually hard or tiring even at rest?",33,,,,,,,,,,,
Pipeline-Anxious,Postoperative Complications,Anxious,9,PATIENT,"Breathe? I'm having trouble with my mobility, doctor. I need some assistance to move around, and even then, it's like I'm dragging my feet. And when I go to the bathroom, it's like I'm struggling to get up and down. I'm worried that maybe there's some kind of internal bleeding or something that's affecting my circulation. What if this is a sign of something really serious, something that needs immediate attention?",71,,,,,,,,,,,
Pipeline-Anxious,Postoperative Complications,Anxious,10,DOCTOR,"Based on your symptoms, I'm going to take a moment to review what we've discussed so far. It seems that we have a good number of clues to work with. Given the information you've provided, I'm going to propose that the most likely diagnosis is... cardiac complications, possibly related to the surgery.",52,,,,,,,,,,,
Pipeline-Anxious,Postoperative Complications,Anxious,11,PATIENT,"Oh no, oh no, oh no! Cardiac complications? That's even more serious, doctor! I knew it, I knew it! What if I'm having a heart attack right now? What if I'm going to die? I'm so scared, doctor! So scared! Can you please, please, please tell me that's not the case? Is there anything we can do to rule it out? Can we do an ECG or something? Please, doctor, I'm begging you!",73,,,,,,,,,,,
Pipeline-Anxious,Postoperative Complications,Anxious,12,DOCTOR,"I understand your concerns, and I want to reassure you that we'll do everything possible to address them. Given your symptoms, I'm going to recommend that we take a closer look at your heart function. Let's get an ECG done as soon as possible to rule out any cardiac complications.",50,,,,,,,,,,,
Pipeline-Anxious,Postoperative Complications,Anxious,13,PATIENT,"Thank God, doctor! Thank you for reassuring me! I was so worried, but if we can rule out the heart complication, then maybe there's something else going on. But please, doctor, please tell me that there's nothing seriously wrong. I'm so tired of being worried sick. Can you please, please tell me that we'll get to the bottom of this and figure out what's going on?",66,1,Cardiac Complications,0.2,1,0,0.1474,0.75,0.0,0.0,1,0.00→0.00→0.00→0.00→0.14→0.14
Pipeline-Anxious,Dementia with Gastrointestinal Symptoms,Anxious,1,PATIENT,"Doctor, I've been having trouble remembering things lately and I've been feeling really nauseous and my stools are all wrong, I think.",22,,,,,,,,,,,
Pipeline-Anxious,Dementia with Gastrointestinal Symptoms,Anxious,2,DOCTOR,I'm so sorry to hear that you're experiencing those symptoms. It's understandable that you're feeling anxious about what might be going on. Let's try to clarify a few things. Do you know where you are and what day it is?,40,,,,,,,,,,,
Pipeline-Anxious,Dementia with Gastrointestinal Symptoms,Anxious,3,PATIENT,"Worried, doctor! I'm not sure, to be honest. Sometimes I get confused and my mind gets foggy. But I think I'm at home, and today is... um... Tuesday? No, wait, maybe it's Wednesday? (gulps) What if I'm not remembering things correctly? What if it's a sign of something serious? Tension ho raha hai, doctor!",54,,,,,,,,,,,
Pipeline-Anxious,Dementia with Gastrointestinal Symptoms,Anxious,4,DOCTOR,"I understand your concern, and I want to reassure you that we'll get to the bottom of this together. It's normal to feel worried when we're not feeling well. Let's focus on one thing at a time. Can you try to tell me if you're hearing any wheezing or rattling when you breathe?",53,,,,,,,,,,,
Pipeline-Anxious,Dementia with Gastrointestinal Symptoms,Anxious,5,PATIENT,"Scared, doctor! I have been coughing a lot lately, and it's been productive, meaning I'm bringing up mucus. It's been bothering me for a while now, and I've been worried that it might be something serious. What if it's not just a cold? What if it's something more serious, like... like lung disease? (gulps) I'm really worried about that, doctor.",60,,,,,,,,,,,
Pipeline-Anxious,Dementia with Gastrointestinal Symptoms,Anxious,6,DOCTOR,"I understand your concerns, and I'm here to help you feel better. It's good that you're aware of your symptoms, and we'll investigate further. Let's not jump to conclusions just yet. Are you using your neck or stomach muscles to help you breathe, or does breathing feel unusually hard or tiring even at rest?",54,,,,,,,,,,,
Pipeline-Anxious,Dementia with Gastrointestinal Symptoms,Anxious,7,PATIENT,"Doctor, I'm trying to explain, but my mind is racing with all these what-ifs... Okay, I think my breathing is... normal? I mean, I don't feel like I'm having trouble breathing, but... I don't know, maybe I'm just not aware of it? (pauses) Wait, what if I'm not noticing because it's just starting to happen? What if my lungs are already damaged or something? Tension ho raha hai, doctor! I'm so scared!",72,,,,,,,,,,,
Pipeline-Anxious,Dementia with Gastrointestinal Symptoms,Anxious,8,DOCTOR,"I can sense your anxiety, and I'm here to help you feel more at ease. Let's take a deep breath together and focus on the present moment. It's understandable that you're worried, but we'll investigate your symptoms thoroughly. For now, let's try to clarify one thing at a time. Are you experiencing any swelling in your legs or ankles?",59,,,,,,,,,,,
Pipeline-Anxious,Dementia with Gastrointestinal Symptoms,Anxious,9,PATIENT,"Doctor, I'm trying... (gulps) Okay, I think my legs and ankles are... swollen? I mean, they feel a bit puffy, and my feet are always a bit... heavy? (pauses) What if it's not just water retention or something? What if it's a sign of... of something worse? (looks around anxiously) What if I'm not just sick, but... my body is... failing me? (whispers) Tension ho raha hai, doctor...",68,,,,,,,,,,,
Pipeline-Anxious,Dementia with Gastrointestinal Symptoms,Anxious,10,DOCTOR,"I'm here for you, and I want to reassure you that we'll get to the bottom of this together. It's understandable that you're worried about the swelling, but let's not jump to conclusions just yet. Based on what you've told me so far, I'm going to take a educated guess that your symptoms are pointing towards a serious condition. Given your symptoms of dyspnea, edema, and cognitive impairment, I'm going to propose that you may be experiencing heart failure.",79,,,,,,,,,,,
Pipeline-Anxious,Dementia with Gastrointestinal Symptoms,Anxious,11,PATIENT,"Doctor, oh no, oh no, oh no... (covers mouth) Heart failure? Is that what you're saying? (looks around frantically) No, no, no, it can't be! My grandfather had heart disease, and my uncle had a heart attack... What if I'm following in their footsteps? (whispers) What if I'm going to... (gulps) What if I'm going to... (can't finish sentence)",59,,,,,,,,,,,
Pipeline-Anxious,Dementia with Gastrointestinal Symptoms,Anxious,12,DOCTOR,"I understand your concerns, and I want to reassure you that we'll investigate your symptoms thoroughly. Heart failure is a serious condition, but it's not a death sentence. We can work together to manage your symptoms and improve your quality of life. Let's take a deep breath and focus on the present moment. I'm going to refer you to a specialist for further evaluation and treatment.",66,,,,,,,,,,,
Pipeline-Anxious,Dementia with Gastrointestinal Symptoms,Anxious,13,PATIENT,"Doctor, I'm... scared. (sniffles) I don't want to... I don't want to... (trails off) Okay, okay, I'll try. (gulps) I'll try to be brave. (pauses) But please, doctor, can you tell me... can you tell me that it's not... it's not... (whispers) it's not the end? (looks up with pleading eyes) Please, doctor, give me some hope.",57,0,Heart Failure,0.4,2,0,0.2435,1.0,1.0,0.0,2,0.10→0.10→0.10→0.20→0.20→0.20
Pipeline-Anxious,Urinary Tract Infection with Complicated Urinary Tract Infection,Anxious,1,PATIENT,"I've been feeling really weak and disoriented, and I've had a strong smell coming from my urine for days, doctor.",20,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Complicated Urinary Tract Infection,Anxious,2,DOCTOR,I can understand why you're feeling anxious about this situation. Can you tell me if you've noticed any changes in your oxygen levels recently?,24,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Complicated Urinary Tract Infection,Anxious,3,PATIENT,"Worried, doctor, worried! I've been having trouble speaking clearly, and I feel like I'm running out of breath even when I'm just sitting down. It's like there's a weight on my chest, and I'm scared it might be something serious, something like... like my uncle's story about the lung cancer. What if it is something serious? Can you please tell me what's going on?",64,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Complicated Urinary Tract Infection,Anxious,4,DOCTOR,"I understand your concerns, and I'm here to help. It's natural to feel worried when experiencing symptoms like difficulty breathing and disorientation. I want to reassure you that we'll do our best to figure out what's going on. Can you tell me if you've experienced any shortness of breath or difficulty breathing when you're not even exerting yourself?",58,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Complicated Urinary Tract Infection,Anxious,5,PATIENT,"Tension ho raha hai, doctor! (I'm getting anxious!) Yes, even when I'm just sitting or lying down, I feel like I need to catch my breath. It's like my lungs are heavy, and I'm struggling to get enough air. Sometimes, I feel like I'm going to pass out. I've also been having trouble speaking clearly, like my words get jumbled up and I have to struggle to get them out. What if it's something wrong with my lungs? My grandmother had lung problems, and I'm worried it might be hereditary...",90,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Complicated Urinary Tract Infection,Anxious,6,DOCTOR,"I can sense your anxiety, and I want to reassure you that we'll take a thorough look at what's going on. Can you tell me if you've been feeling nauseous or vomiting at all?",34,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Complicated Urinary Tract Infection,Anxious,7,PATIENT,"Arre, doctor, I'm so scared! (Oh, doctor, I'm so scared!) I haven't been vomiting, but I have been feeling a little queasy, like my stomach is churning. And sometimes, I feel like I need to go to the bathroom really badly, but when I do, it's like... like I'm not getting rid of everything. The urine smell is so bad, doctor! It's like something is not right. And what if it's something to do with my bladder? My aunt had a problem with her bladder, and I'm worried it might be something similar...",93,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Complicated Urinary Tract Infection,Anxious,8,DOCTOR,"I understand your fears, and I'm here to help you feel more comfortable. I'm going to ask you one more question, and then we'll take a closer look at what's going on. Have you noticed any pain or discomfort in your chest or abdomen?",44,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Complicated Urinary Tract Infection,Anxious,9,PATIENT,"Doctor, I've been feeling this... this ache, I suppose, in my lower abdomen. It's like a dull, nagging pain that doesn't go away. Sometimes, it feels like it's getting worse, and I'm scared it might be something serious. I've been having trouble moving around because of it, and I'm worried it's connected to the other symptoms I've been experiencing. What if it's something serious, doctor? What if it's... what if it's something that needs to be operated on?",78,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Complicated Urinary Tract Infection,Anxious,10,DOCTOR,"I'm going to take a closer look at what's going on. Based on the symptoms you've described, I'm going to propose a diagnosis. It seems likely that you may be experiencing heart failure, which is a serious condition that requires immediate attention. I'm going to recommend that you undergo further testing to confirm this diagnosis and determine the best course of treatment.",62,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Complicated Urinary Tract Infection,Anxious,11,PATIENT,"Wah wah wah, doctor! (Oh no, oh no, oh no!) Heart failure? That's the worst-case scenario, isn't it? I've been reading about it online, and it sounds like it can be so serious. I'm scared, doctor. I'm really scared. What if I've been ignoring the signs and it's too late? What if... what if I have to go through something terrible? Please, doctor, can you tell me more about what you're going to do? Can you reassure me that it's not as bad as I'm thinking?",86,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Complicated Urinary Tract Infection,Anxious,12,DOCTOR,"I understand your fears, and I'm here to reassure you that we'll do everything possible to help you. Heart failure is a serious condition, but it's not necessarily a death sentence. We'll work together to determine the best course of treatment, which may include medication, lifestyle changes, or further testing.",50,,,,,,,,,,,
Pipeline-Anxious,Urinary Tract Infection with Complicated Urinary Tract Infection,Anxious,13,PATIENT,"Doctor, thank you for trying to reassure me, but I'm still worried. What if the tests show something bad? What if it's not just heart failure, but something even worse? My mind is racing with all the what-ifs. Can you please, please, please tell me that we'll do everything we can to rule out other possibilities? I just want to know what's going on and what we can do to fix it.",72,0,Heart Failure,0.143,1,0,0.2519,0.75,1.0,0.25,3,0.10→0.10→0.10→0.14→0.14→0.14
Pipeline-Anxious,Pneumonia with Respiratory Failure,Anxious,1,PATIENT,"Doctor, I've been having trouble catching my breath lately and I keep getting mixed up about what's going on around me.",21,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Respiratory Failure,Anxious,2,DOCTOR,I'm so sorry to hear that you're feeling anxious and struggling with breathing difficulties. It's understandable to feel worried about your symptoms. Let's focus on gathering more information to help us better understand what's going on. Are you hearing any wheezing or rattling when you breathe?,46,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Respiratory Failure,Anxious,3,PATIENT,"Wheezing or rattling? No, no, no, doctor, I don't think so. But, what if it's something serious? What if I have some kind of infection that's spreading fast? I've heard stories about people getting sick and not recovering. Tension ho raha hai, doctor. I'm getting more and more worried.",49,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Respiratory Failure,Anxious,4,DOCTOR,"I understand your concerns, and I'm here to help you feel more at ease. It's natural to worry about your health, but let's not jump to conclusions just yet. We'll take it one step at a time. Right now, I'd like to ask: Have you checked your oxygen levels recently?",50,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Respiratory Failure,Anxious,5,PATIENT,"Oxygen levels? No, I haven't, doctor. But what if they're low? What if I'm not getting enough air? I've heard about people getting sick from low oxygen, and it's always in the news. What if it's something like that? I'm getting more and more scared, doctor. Can you please tell me what's going on?",54,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Respiratory Failure,Anxious,6,DOCTOR,"I understand your concerns, and I'm here to reassure you that we'll do our best to figure out what's going on. But for now, let's focus on gathering more information. Please try to calm down, and let's take it one step at a time. Are you using your neck or stomach muscles to help you breathe?",56,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Respiratory Failure,Anxious,7,PATIENT,"Using muscles? Oh, yes, doctor, I am. I have to use my neck and stomach to help me breathe. It's like my chest is tight, and I can't get a full breath. I feel like I'm suffocating. What if this is a sign of something serious? What if I'm not getting enough oxygen? My grandmother had some kind of lung problem, and I'm worried it's something like that. Tension ho raha hai, doctor, and I'm getting more and more anxious.",80,,,,,,,,,,,
Pipeline-Anxious,Pneumonia with Respiratory Failure,Anxious,8,DOCTOR,"I'm so sorry to hear that you're experiencing these symptoms. It's understandable that you're worried about your grandmother's condition, but let's not jump to conclusions just yet. Right now, I'd like to ask: Is your heart beating faster than usual, or do you feel palpitations?",45,,,,,,,,,,,
